"","year","id","imdb_id","title","rating"
"548",1947,8989,"0039628","Miracle on 34th Street",3
"549",1947,4411,"0039286","Crossfire",2
"550",1947,1235,"0039360","The Exile",1
"551",1948,1320,"0040724","Red River",0
"552",1948,2445,"0040613","Mr. Blandings Builds His Dream House",3
"553",1948,1601,"0156031","Rudolph the Red-Nosed Reindeer",0
"554",1948,8054,"0040580","Melody Time",1
"555",1948,6517,"0040522","Bicycle Thieves",2
"556",1948,8559,"0039949","It Happened in Europe",0
"557",1948,3239,"0040897","The Treasure of the Sierra Madre",0
"558",1948,1241,"0040321","Enchantment",3
"559",1948,1262,"0040098","Anna Karenina",2
"560",1948,1677,"0040308","Easter Parade",3
"561",1948,4390,"0040458","I Remember Mama",3
"562",1948,2300,"0040379","The Fuller Brush Man",1
"563",1948,2256,"0040214","Casbah",1
"564",1948,1229,"0040725","The Red Shoes",3
"565",1948,5115,"0040202","Call Northside 777",1
"566",1948,1236,"0040183","Bonnie Prince Charlie",2
"567",1948,1354,"0040242","Command Decision",0
"568",1948,4944,"0041088","Act of Violence",2
"569",1948,1232,"0040416","Hamlet",1
"570",1948,8264,"0040558","Macbeth",1
"571",1948,6363,"0040491","Joan of Arc",3
"572",1948,2098,"0040806","The Snake Pit",3
"573",1948,2040,"0040746","Rope",0
"574",1949,4554,"0041386","The Fountainhead",1
"575",1949,7018,"0041498","I Was a Male War Bride",2
"576",1949,7059,"0041094","The Adventures of Ichabod and Mr. Toad",0
"577",1949,6358,"0041452","The Heiress",3
"578",1949,2232,"0041594","Little Women",3
"579",1949,1736,"0041746","Pinky",3
"580",1949,1841,"0040221","Caught",3
"581",1949,1684,"0041158","The Barkleys of Broadway",3
"582",1949,1716,"0041090","Adam’s Rib",3
"583",1949,7341,"0042004","Under Capricorn",3
"584",1949,2651,"0041650","Mighty Joe Young",0
"585",1949,3967,"0041587","A Letter to Three Wives",3
"586",1949,1690,"0041716","On the Town",3
"587",1949,2849,"0041628","The Man on the Eiffel Tower",2
"588",1949,1986,"0041859","The Set-Up",0
"589",1949,4008,"0041546","Kind Hearts and Coronets",1
"590",1949,3539,"0041154","Late Spring",3
"591",1949,611,"0041959","The Third Man",0
"592",1950,4521,"0043871","Odette",3
"593",1950,3295,"0041719","Orpheus",2
"594",1950,5232,"0042792","No Way Out",3
"595",1950,1678,"0043012","Summer Stock",3
"596",1950,4417,"0042593","In a Lonely Place",2
"597",1950,7836,"0042436","Les enfants terribles",3
"598",1950,5350,"0042369","D.O.A.",1
"599",1950,2596,"0042546","Harvey",2
"600",1950,7144,"0042958","Scandal",3
"601",1950,6233,"0042994","Stage Fright",3
"602",1950,1402,"0042876","Rashomon",0
"603",1950,1057,"0042332","Cinderella",3
"604",1950,3990,"0042276","Born Yesterday",3
"605",1950,2099,"0042208","The Asphalt Jungle",1
"606",1950,608,"0043014","Sunset Blvd.",3
"607",1950,139,"0042192","All About Eve",3
"608",1950,8363,"0043045","Three Secrets",3
"609",1950,4031,"0042469","The Flying Saucer",1
"610",1951,7157,"0043614","The Idiot",3
"611",1951,5739,"0043390","Cause for Alarm!",3
"612",1951,871,"0043338","Ace In The Hole",2
"613",1951,1417,"0044079","Strangers on a Train",2
"614",1951,1916,"0043456","The Day the Earth Stood Still",3
"615",1951,1491,"0043265","The African Queen",0
"616",1951,2930,"0044081","A Streetcar Named Desire",3
"617",1951,3222,"0043313","Early Summer",3
"618",1951,3825,"0043332","Bellissima",3
"619",1951,6498,"0044205","Westward the Women",3
"620",1951,2989,"0042619","Diary of a Country Priest",1
"621",1951,5092,"0043949","Quo Vadis",3
"622",1951,3293,"0044121","The Thing from Another World",1
"623",1951,3389,"0043278","An American in Paris",1
"624",1951,1207,"0043274","Alice in Wonderland",3
"625",1951,4510,"0044100","Take Care of My Little Girl",3
"626",1951,2977,"0044030","Show Boat",3
"627",1951,7435,"0044092","Surcos",3
"628",1952,1689,"0044855","Lovely to Look at",3
"629",1952,8241,"0043511","Europe ’51",3
"630",1952,5972,"0043686","Forbidden Games",3
"631",1952,1465,"0044419","The Big Sky",0
"632",1952,7323,"0044391","The Bad and the Beautiful",2
"633",1952,2737,"0045061","The Quiet Man",1
"634",1952,6917,"0044837","Limelight",1
"635",1952,1243,"0043769","The Magic Box",2
"636",1952,612,"0045152","Singin’ in the Rain",3
"637",1952,7162,"0044741","Ikiru",1
"638",1952,3403,"0044502","Clash by Night",3
"639",1952,2704,"0044706","High Noon",2
"640",1952,6941,"0045162","The Snows of Kilimanjaro",1
"641",1953,4909,"0045891","How to Marry a Millionaire",3
"642",1953,2427,"0045591","Calamity Jane",3
"643",1953,3303,"0046303","Shane",1
"644",1953,2547,"0045810","Gentlemen Prefer Blondes",3
"645",1953,1692,"0045537","The Band Wagon",1
"646",1953,4071,"0045793","From Here to Eternity",3
"647",1953,8011,"0045911","Inferno",0
"648",1953,1630,"0046438","Tokyo Story",3
"649",1953,4301,"0045877","The Hitch-Hiker",0
"650",1953,5937,"0046487","Mr. Hulot’s Holiday",3
"651",1953,2375,"0046534","The War of the Worlds",1
"652",1953,2553,"0045659","The Cruel Sea",3
"653",1953,1362,"0046085","Mogambo",2
"654",1953,1272,"0045943","Julius Caesar",1
"655",1953,4854,"0045555","The Big Heat",3
"656",1953,7900,"0045546","The Beast from 20,000 Fathoms",1
"657",1953,1883,"0046359","Stalag 17",0
"658",1953,4616,"0045897","I Confess",1
"659",1953,3125,"0046269","Salome",3
"660",1953,8466,"0045464","The 5,000 Fingers of Dr. T.",0
"661",1953,9004,"0046022","The earrings of Madame de...",3
"662",1953,1444,"0046268","Le Salaire de la Peur",1
"663",1953,1118,"0046183","Peter Pan",3
"664",1953,5366,"0045758","Fear and Desire",0
"665",1953,1554,"0046250","Roman holiday",3
"666",1953,6797,"0045826","Glen or Glenda",0
"667",1953,7693,"0047677","The Wild One",1
"668",1953,5998,"0046345","Summer with Monika",3
"669",1953,9290,"0045888","House of Wax",3
"670",1953,3958,"0046066","Mesa of Lost Women",1
"671",1953,5973,"0046478","Ugetsu",2
"672",1953,3124,"0046076","Miss Sadie Thompson",3
"673",1953,8634,"0045920","It Came from Outer Space",2
"674",1953,5736,"0046187","Pickup on South Street",3
"675",1954,7346,"0047834","Animal Farm",0
"676",1954,5124,"0046731","Attila",2
"677",1954,4710,"0046750","Late Chrysanthemuns",3
"678",1954,8109,"0046705","An American in Rome",1
"679",1954,2294,"0047437","Sabrina",3
"680",1954,657,"0046451","Touchez pas au grisbi",1
"681",1954,2746,"0047152","Knock on Wood",1
"682",1954,2158,"0047573","Them!",1
"683",1954,2426,"0047094","Hobson’s Choice",3
"684",1954,3600,"0047478","Shichinin no samurai",0
"685",1954,2132,"0047396","Rear Window",3
"686",1954,8441,"0046828","Carmen Jones",3
"687",1954,5505,"0047034","Gojira",1
"688",1954,4048,"0047580","Three Coins in the Fountain",3
"689",1954,5356,"0047443","Salt of the Earth",3
"690",1954,1812,"0047296","On the Waterfront",0
"691",1954,3925,"0046963","Executive Suite",2
"692",1954,1351,"0047472","Seven Brides for Seven Brothers",3
"693",1954,1391,"0047673","White Christmas",3
"694",1954,1694,"0047136","Johnny Guitar",2
"695",1954,3337,"0046912","Dial M for Murder",0
"696",1954,3674,"0047522","A Star Is Born",1
"697",1954,4883,"0046876","Creature from the Black Lagoon",0
"698",1954,9176,"0047127","Jail Bait",3
"699",1954,1965,"0046672","20000 Leagues Under the Sea",0
"700",1954,7610,"0045665","Comicos",3
"701",1954,3993,"0047030","The Glenn Miller Story",2
"702",1954,9054,"0047238","Miseria e nobilta",3
"703",1954,3954,"0046511","Journey to Italy",3
"704",1954,7580,"0047638","Uwasa no onna",3
"705",1954,586,"0047349","Phffft",2
"706",1955,6055,"0048127","Godzilla Raids Again",2
"707",1955,8014,"0048432","Not as a Stranger",2
"708",1955,3739,"0048801","We’re No Angels",3
"709",1955,7360,"0048750","The Trouble with Harry",2
"710",1955,3339,"0047878","The Big Combo",2
"711",1955,2344,"0046911","Diabolique",3
"712",1955,2115,"0048140","Guys and Dolls",3
"713",1955,7878,"0048133","Les grandes manoeuvres",3
"714",1955,878,"0048424","The Night of the Hunter",3
"715",1955,6481,"0048124","The Glass Slipper",3
"716",1955,7262,"0048512","The Prisoner",0
"717",1955,1827,"0048281","The Ladykillers",3
"718",1955,5165,"0048673","Summertime",3
"719",1955,4442,"0048356","Marty",3
"720",1955,4896,"0048605","The Seven Year Itch",1
"721",1955,2926,"0048545","Rebel Without a Cause",1
"722",1955,3404,"0048021","Rififi",1
"723",1955,4754,"0048445","Oklahoma!",3
"724",1955,6468,"0047577","This Island Earth",0
"725",1955,1735,"0048641","Sommarnattens leende (Smiles of a Summer Night)",2
"726",1955,4073,"0047898","Bride of the Monster",3
"727",1955,5471,"0048473","Pather Panchali",3
"728",1955,2552,"0046889","The Dam Busters",1
"729",1955,6615,"0048401","My Sister Eileen",3
"730",1955,782,"0048728","To Catch a Thief",3
"731",1955,5403,"0048254","Killer’s Kiss",1
"732",1955,3158,"0046969","The Fast and the Furious",3
"733",1955,4108,"0048696","Tarantula",0
"734",1955,1693,"0047969","Daddy Long Legs",3
"735",1955,7797,"0048517","The Prodigal",3
"736",1955,1170,"0048280","Lady and the Tramp",2
"737",1956,7442,"0049470","The Man Who Knew Too Much",2
"738",1956,1092,"0049408","The King and I",2
"739",1956,5470,"0048956","Aparajito",3
"740",1956,8398,"0049196","Eyewitness",3
"741",1956,7394,"0049043","Calle mayor [Main Street]",3
"742",1956,3409,"0049189","...And God Created Woman",3
"743",1956,5938,"0035279","Saboteur",1
"744",1956,1545,"0049369","The Iron Petticoat",1
"745",1956,1216,"0048977","The Bad Seed",3
"746",1956,8358,"0049904","The Unguarded Moment",1
"747",1956,1559,"0049787","The Spanish Gardener",2
"748",1956,2861,"0049934","War and Peace",3
"749",1956,4402,"0049363","Indestructible Man",1
"750",1956,2904,"0049010","Bigger Than Life",0
"751",1956,4245,"0049640","The Proud and Profane",3
"752",1956,6641,"0049314","High Society",3
"753",1956,6064,"0049782","Rodan",1
"754",1956,6308,"0049471","The Man Who Never Was",3
"755",1956,2698,"0049366","Invasion of the Body Snatchers",3
"756",1956,2730,"0049096","The Court Jester",2
"757",1956,9055,"0048981","La banda degli onesti",2
"758",1956,2647,"0049287","Gunslinger",3
"759",1956,357,"0049730","The Searchers",3
"760",1956,4670,"0049038","Bus Stop",3
"761",1956,8314,"0049537","Flowing",3
"762",1956,3076,"0049833","The Ten Commandments",2
"763",1956,2219,"0051207","The Wrong Man",1
"764",1956,5414,"0049406","The Killing",1
"765",1956,8872,"0049762","Sissi - The Young Empress",3
"766",1956,2306,"0049223","Forbidden Planet",0
"767",1956,3981,"0048960","Around the World in Eighty Days",0
"768",1956,5555,"0049902","Un condamne a mort s’est echappe ou Le vent souffle ou il veut",0
"769",1957,1989,"0050356","The Enemy Below",0
"770",1957,2420,"0050397","Fire Down Below",0
"771",1957,9006,"0050421","Danger stalks near",3
"772",1957,2043,"0050976","The Seventh Seal",1
"773",1957,1660,"0051077","Three Faces of Eve",0
"774",1957,1291,"0050539","The Incredible Shrinking Man",0
"775",1957,2301,"0051036","Sweet Smell of Success",1
"776",1957,1747,"0050419","Funny Face",3
"777",1957,6624,"0050251","The Mysterians",3
"778",1957,8736,"0050610","Kronos",0
"779",1957,1015,"0050634","The Cranes Are Flying",3
"780",1957,8685,"0050549","Island in the Sun",3
"781",1957,1121,"0050798","Old Yeller",1
"782",1957,2578,"0050933","Sayonara",2
"783",1957,1765,"0050783","Nights of Cabiria",3
"784",1957,3429,"0050105","An Affair to Remember",2
"785",1957,7017,"0050599","Kiss Them for Me",2
"786",1957,2429,"0050490","Heaven Knows, Mr. Allison",0
"787",1957,3994,"0050792","Oedipus Rex",1
"788",1957,4552,"0050371","A Face in the Crowd",1
"789",1957,4559,"0050998","Sorority Girl",3
"790",1957,965,"0051114","The True Story of Jesse James",2
"791",1957,7420,"0050116","Amanecer en Puerta Oscura",3
"792",1957,3007,"0050861","The Prince and the Showgirl",3
"793",1957,8321,"0051151","El vampiro",3
"794",1957,2981,"0050212","The Bridge on the River Kwai",1
"795",1957,7136,"0050407","Forty Guns",2
"796",1957,993,"0050307","Desk Set",3
"797",1957,2520,"0050986","Smultronst&auml;llet (Wild Strawberries)",2
"798",1957,2160,"0050766","Night of the Demon",3
"799",1957,302,"0050083","12 Angry Men",0
"800",1957,4933,"0051201","Witness for the Prosecution",1
"801",1957,7165,"0050613","Throne of Blood",0
"802",1957,1800,"0050585","Kanal",1
"803",1957,2895,"0051051","Tammy and the Bachelor",3
"804",1957,1274,"0050825","Paths of Glory",0
"805",1958,7135,"0051808","The Hidden Fortress",0
"806",1958,3977,"0052225","South Pacific",3
"807",1958,8450,"0051758","I Want To Live!",3
"808",1958,4410,"0051755","I Bury the Living",1
"809",1958,1363,"0052151","Run Silent Run Deep",0
"810",1958,3146,"0052311","Touch of Evil",1
"811",1958,2823,"0050706","Mon Oncle",3
"812",1958,8344,"0052017","Brink of Life",3
"813",1958,3926,"0052182","Separate Tables",3
"814",1958,1255,"0052365","The Vikings",2
"815",1958,4211,"0051773","Indiscreet",3
"816",1958,3238,"0051525","The Defiant Ones",0
"817",1958,2585,"0052394","The Wild Women of Wongo",3
"818",1958,609,"0052357","Vertigo",1
"819",1958,1247,"0052374","The Fabulous World of Jules Verne",0
"820",1958,3321,"0051383","Auntie Mame",3
"821",1958,4849,"0051776","The Inn of the Sixth Happiness",3
"822",1958,7054,"0051422","Blood of the Vampire",0
"823",1958,6938,"0051579","Love Is My Profession",3
"824",1958,3056,"0051658","Gigi",2
"825",1958,2763,"0052169","The Screaming Skull",2
"826",1958,2281,"0051622","The Fly",2
"827",1958,2476,"0051554","Dracula (Horror of Dracula)",3
"828",1958,6012,"0051459","Cat on a Hot Tin Roof",3
"829",1958,1364,"0052278","Teacher’s Pet",1
"830",1958,1572,"0051964","M&auml;dchen in Uniform",3
"831",1958,7606,"0051786","It! The Terror from Beyond Space",1
"832",1958,2373,"0051951","The Day the Sky Exploded",1
"833",1959,9161,"0052077","Plan 9 from Outer Space",1
"834",1959,1256,"0052948","Journey to the Center of the Earth",1
"835",1959,9379,"0052654","The Bridge",3
"836",1959,3608,"0052861","The Great War",1
"837",1959,6901,"0053221","Rio Bravo",1
"838",1959,2645,"0053318","Suddenly, Last Summer",3
"839",1959,6833,"0052572","Apur Sansar",0
"840",1959,6645,"0053388","Battle in Outer Space",1
"841",1959,9209,"0053285","Sleeping Beauty",3
"842",1959,4523,"0052602","The Bat",3
"843",1959,1555,"0053131","The Nun&#39;s Story",3
"844",1959,2228,"0053125","North By Northwest",1
"845",1959,2023,"0053291","Some Like It Hot",3
"846",1959,236,"0053198","The 400 Blows",0
"847",1959,3525,"0053134","Good Morning (Ohay&ocirc;)",3
"848",1959,6405,"0052847","Gidget",3
"849",1959,474,"53285","Sleeping Beauty",3
"850",1959,8677,"0053454","The World Flesh and The Devil, The",0
"851",1959,4199,"0052561","Anatomy of a Murder",1
"852",1959,3119,"0051372","Araya",3
"853",1959,1419,"0052618","Ben-Hur",3
"854",1959,8392,"0053172","Pillow Talk",3
"855",1959,9169,"0156843","Night of the Ghouls",1
"856",1959,2095,"0052918","Imitation of Life",3
"857",1959,3442,"0053428","Come Dance with Me!",3
"858",1959,2796,"0052846","The Giant Gila Monster",3
"859",1959,1591,"0052722","Darby O’Gill and the Little People",3
"860",1959,3166,"0053363","The Tingler",1
"861",1959,4050,"0052844","Ghost of Dragstrip Hollow",3
"862",1959,4392,"0054462","The Wasp Woman",3
"863",1959,4065,"0052655","A Bucket of Blood",2
"864",1959,4373,"0051744","House on Haunted Hill",3
"865",1960,2144,"0053804","Exodus",3
"866",1960,6796,"0054167","Peeping Tom",2
"867",1960,8992,"0053732","Conspiracy of Hearts",3
"868",1960,799,"0053472","A bout de souffle",0
"869",1960,1295,"0054047","The Magnificent Seven",0
"870",1960,3634,"0053719","The City of the Dead",3
"871",1960,8275,"0053677","The Brides of Dracula",3
"872",1960,8566,"0054279","School for Scoundrels",1
"873",1960,1273,"0054331","Spartacus",2
"874",1960,6756,"0054749","La ciociara",3
"875",1960,2039,"0054215","Psycho",3
"876",1960,2950,"0054333","Body in the Web",3
"877",1960,5380,"0053976","The Virgin Spring",3
"878",1960,4117,"0054049","Make Mine Mink",3
"879",1960,1995,"0053604","The Apartment",3
"880",1960,5123,"0054343","The Story of Ruth",3
"881",1960,3294,"0054377","Testament of Orpheus",1
"882",1960,9026,"0054198","Nerve on Sunday",2
"883",1960,2546,"0054022","Let’s Make Love",2
"884",1960,9338,"0054387","The Time Machine",0
"885",1960,2808,"0053579","Late Autumn",3
"886",1960,1712,"0053946","Inherit the Wind",3
"887",1960,656,"0053459","Les yeux sans visage",3
"888",1960,3286,"0054067","Black Sunday",3
"889",1960,5122,"0054452","The Truth",3
"890",1960,3328,"0154683","Jigoku (Hell or The Sinners of Hell)",3
"891",1960,6854,"0054407","Le Trou",0
"892",1960,2988,"0054248","Rocco and His Brothers",2
"893",1960,8367,"0054389","Shoot the Piano Player",2
"894",1960,6146,"0054476","Wild River",3
"895",1960,3827,"0054494","Zazie dans le metro",3
"896",1960,590,"0054469","Where the Boys Are",2
"897",1960,9207,"0053250","First Spaceship on Venus",1
"898",1960,6080,"0053779","La Dolce Vita",2
"899",1961,3724,"0054692","Blue Hawaii",3
"900",1961,1191,"0054698","Breakfast at Tiffany’s",2
"901",1961,3909,"0055278","Paris Blues",3
"902",1961,5485,"0055353","A Raisin in the Sun",3
"903",1961,6653,"0054953","The Guns of Navarone",1
"904",1961,7968,"0055499","Through a Glass Darkly",0
"905",1961,6539,"0055572","A Woman Is a Woman",0
"906",1961,1165,"0055571","Underworld U.S.A.",3
"907",1961,833,"0054743","The Children&#39;s Hour",3
"908",1961,6102,"0054130","La Notte",3
"909",1961,6448,"0055198","Mothra",0
"910",1961,5797,"0055458","Snow White and the Three Stooges",3
"911",1961,660,"0055630","Yojimbo",1
"912",1961,2560,"0055614","West Side Story",3
"913",1961,2797,"0054673","The Beast of Yucca Flats",0
"914",1961,7831,"0054599","Accattone",3
"915",1961,7344,"0054777","The Curse of the Werewolf",3
"916",1961,7798,"0055082","Leon Morin, Priest",3
"917",1961,1171,"0055254","One Hundred and One Dalmatians",3
"918",1961,8019,"0055018","The Innocents",3
"919",1961,2392,"0055256","One, Two, Three",3
"920",1961,1365,"0055184","The Misfits",3
"921",1961,4580,"0055277","The Parent Trap",3
"922",1961,1257,"0055207","Mysterious Island",0
"923",1961,1958,"0054997","The Hustler",0
"924",1961,9268,"0055093","Lola",2
"925",1961,1292,"0055294","The Phantom Planet",0
"926",1961,8676,"0054879","Flame in the Streets",3
"927",1961,4539,"0055506","A Taste of Honey",3
"928",1961,1546,"0054847","El Cid",1
"929",1961,4198,"0055471","Splendor in the Grass",3
"930",1962,7312,"0054949","War of the Buttons",0
"931",1962,3845,"0056119","La Jetee",0
"932",1962,2762,"0052646","The Brain That Wouldn&#39;t Die",2
"933",1962,1298,"0056687","What Ever Happened to Baby Jane?",3
"934",1962,7120,"0055805","Boccaccio &acute;70",2
"935",1962,2430,"0056262","The Music Man",3
"936",1962,4513,"0056575","That Touch of Mink",2
"937",1962,8849,"0056663","Vivre Sa Vie",3
"938",1962,1613,"0055894","The Day of the Triffids",3
"939",1962,237,"0055032","Jules and Jim",1
